PERSON_ID,DISPLAY_LAST_COMMA_FIRST,PLAYER_NAME,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,IS_NBA_ASSIGNED,NBA_ASSIGNED_TEAM_ID,GAMES_PLAYED_FLAG,POSITION,HEIGHT,WEIGHT,SEASON_EXP,BIRTHDATE,COUNTRY,SCHOOL
1630454,"Collier, Charli",Charli Collier,1,2021,2022,charli_collier,charli_collier,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Center,6-5,188,3,1999-09-22T00:00:00,USA,University of Texas at Austin
1629483,"Collier, Napheesa",Napheesa Collier,1,2019,2025,napheesa_collier,napheesa_collier,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Forward,6-1,180,6,1996-09-23T00:00:00,USA,Connecticut
202641,"Colson, Sydney",Sydney Colson,1,2011,2025,sydney_colson,sydney_colson,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Guard,5-8,137,10,1989-08-06T00:00:00,USA,Texas A&M
1627674,"Copper, Kahleah",Kahleah Copper,1,2016,2025,kahleah_copper,kahleah_copper,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard-Forward,6-1,165,9,1994-08-28T00:00:00,USA,Rutgers
1629482,"Cunningham, Sophie",Sophie Cunningham,1,2019,2025,sophie_cunningham,sophie_cunningham,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,6-1,165,6,1996-08-16T00:00:00,USA,Missouri
1630101,"Dangerfield, Crystal",Crystal Dangerfield,1,2020,2024,crystal_dangerfield,crystal_dangerfield,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard,5-5,130,6,1998-05-11T00:00:00,USA,Connecticut
203024,"Dantas, Damiris",Damiris Dantas,1,2014,2025,damiris_dantas,damiris_dantas,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Center-Forward,6-4,214,9,1992-11-17T00:00:00,Brazil,Real Celta Vigo
1628273,"Davis, Kaela",Kaela Davis,1,2017,2024,kaela_davis,kaela_davis,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Forward,6-2,180,7,1995-03-15T00:00:00,USA,South Carolina
1630452,"Davis, Rennia",Rennia Davis,1,2021,2022,rennia_davis,rennia_davis,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard-Forward,6-1,170,2,1999-02-24T00:00:00,USA,Tennessee
1628890,"DeShields, Diamond",Diamond DeShields,1,2018,2024,diamond_deshields,diamond_deshields,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,6-1,172,7,1995-03-05T00:00:00,USA,Tennessee
203399,"Delle Donne, Elena",Elena Delle Donne,1,2013,2023,elena_delle donne,elena_delle_donne,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Forward-Guard,6-5,187,11,1989-09-05T00:00:00,USA,Delaware
1631029,"Dickey, Jasmine",Jasmine Dickey,1,2022,2023,jasmine_dickey,jasmine_dickey,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-9,147,2,2000-02-23T00:00:00,USA,Delaware
203400,"Diggins, Skylar",Skylar Diggins,1,2013,2025,skylar_diggins-smith,skylar_diggins,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,5-9,140,10,1990-08-02T00:00:00,USA,Notre Dame
203828,"Dolson, Stefanie",Stefanie Dolson,1,2014,2025,stefanie_dolson,stefanie_dolson,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Center,6-5,235,11,1992-01-08T00:00:00,USA,Connecticut
1629476,"Durr, Asia (AD)",Asia (AD) Durr,1,2019,2023,asia_durr,asia_(ad)_durr,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-10,151,4,1997-04-05T00:00:00,USA,Louisville
1631031,"Egbo, Queen",Queen Egbo,1,2022,2024,queen_egbo,queen_egbo,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Forward-Center,6-4,190,4,2000-06-29T00:00:00,USA,Baylor
1631083,"Engstler, Emily",Emily Engstler,1,2022,2025,emily_engstler,emily_engstler,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Forward,6-1,180,3,2000-05-01T00:00:00,USA,Louisville
1630389,"Evans, Dana",Dana Evans,1,2021,2025,dana_evans,dana_evans,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard,5-6,145,4,1998-08-01T00:00:00,USA,Louisville
201480,"Fowles, Sylvia",Sylvia Fowles,1,2008,2022,sylvia_fowles,sylvia_fowles,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Center,6-6,219,15,1985-10-06T00:00:00,USA,Louisiana State
203822,"Gardner, Rebekah",Rebekah Gardner,1,2022,2025,rebekah_gardner,rebekah_gardner,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard,6-1,130,2,1990-07-09T00:00:00,USA,UCLA
1628277,"Gray, Allisha",Allisha Gray,1,2017,2025,allisha_gray,allisha_gray,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,6-0,167,8,1995-01-12T00:00:00,USA,South Carolina
203833,"Gray, Chelsea",Chelsea Gray,1,2015,2025,chelsea_gray,chelsea_gray,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Guard,5-11,170,10,1992-10-08T00:00:00,USA,Duke
204334,"Gray, Reshanda",Reshanda Gray,1,2015,2022,reshanda_gray,reshanda_gray,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Forward,6-2,192,7,1993-06-01T00:00:00,USA,California
203398,"Griner, Brittney",Brittney Griner,1,2013,2025,brittney_griner,brittney_griner,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Center,6-9,205,11,1990-10-18T00:00:00,USA,Baylor
1629484,"Gustafson, Megan",Megan Gustafson,1,2019,2025,megan_gustafson,megan_gustafson,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Center,6-4,195,6,1996-12-13T00:00:00,USA,Iowa
204324,"Hamby, Dearica",Dearica Hamby,1,2015,2025,dearica_hamby,dearica_hamby,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Forward,6-3,189,10,1993-11-06T00:00:00,USA,Wake Forest
1629566,Han Xu,Han Xu,1,2019,2023,han_xu,xu_han,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Center,6-11,203,4,1999-10-31T00:00:00,China,                                   
1630112,"Harris, Tyasha",Tyasha Harris,1,2020,2025,tyasha_harris,tyasha_harris,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-10,152,5,1998-05-01T00:00:00,USA,South Carolina
203829,"Hartley, Bria",Bria Hartley,1,2014,2025,bria_hartley,bria_hartley,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Guard,5-9,163,9,1992-09-30T00:00:00,USA,Connecticut
203403,"Hawkins, Tianna",Tianna Hawkins,1,2013,2023,tianna_hawkins,tianna_hawkins,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Forward,6-3,186,11,1991-03-02T00:00:00,USA,Maryland
203026,"Hayes, Tiffany",Tiffany Hayes,1,2012,2025,tiffany_hayes,tiffany_hayes,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-10,155,12,1989-09-20T00:00:00,USA,Connecticut
1630113,"Hebard, Ruthy",Ruthy Hebard,1,2020,2023,ruthy_hebard,ruthy_hebard,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Forward,6-4,190,5,1998-04-28T00:00:00,USA,Oregon
1631089,"Henderson, Destanni",Destanni Henderson,1,2022,2024,destanni_henderson,destanni_henderson,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-7,140,3,1999-02-02T00:00:00,USA,South Carolina
1629567,"Hiedeman, Natisha",Natisha Hiedeman,1,2019,2025,natisha_hiedeman,natisha_hiedeman,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Guard,5-8,132,6,1997-02-10T00:00:00,USA,Marquette
1631044,"Hillmon, Naz",Naz Hillmon,1,2022,2025,naz_hillmon,naz_hillmon,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Forward,6-2,190,3,2000-04-05T00:00:00,USA,Michigan
1628899,"Hines-Allen, Myisha",Myisha Hines-Allen,1,2018,2025,myisha_hines-allen,myisha_hines-allen,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Forward,6-1,200,7,1995-05-30T00:00:00,USA,Louisville
1630115,"Holmes, Joyner",Joyner Holmes,1,2020,2025,joyner_holmes,joyner_holmes,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Forward,6-3,210,5,1998-02-22T00:00:00,USA,University of Texas at Austin
203827,"Howard, Natasha",Natasha Howard,1,2014,2025,natasha_howard,natasha_howard,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Forward,6-3,172,11,1991-09-02T00:00:00,USA,Florida State
1631009,"Howard, Rhyne",Rhyne Howard,1,2022,2025,rhyne_howard,rhyne_howard,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,6-2,175,3,2000-04-29T00:00:00,USA,Kentucky
1631086,"Hull, Lexie",Lexie Hull,1,2022,2025,lexie_hull,lexie_hull,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,6-1,155,3,1999-09-13T00:00:00,USA,Stanford
1629477,"Ionescu, Sabrina",Sabrina Ionescu,1,2020,2025,sabrina_ionescu,sabrina_ionescu,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard,5-11,165,5,1997-12-06T00:00:00,USA,Oregon
201896,"January, Briann",Briann January,1,2009,2022,briann_january,briann_january,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Guard,5-8,148,14,1987-01-11T00:00:00,USA,Arizona State
1627669,"Jefferson, Moriah",Moriah Jefferson,1,2016,2025,moriah_jefferson,moriah_jefferson,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard,5-6,130,8,1994-03-08T00:00:00,USA,Connecticut
1629546,"Johannès, Marine",Marine Johannès,1,2019,2025,marine_johannes,marine_johannès,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard,5-10,134,3,1995-01-21T00:00:00,France,                                   
1628280,"Jones, Brionna",Brionna Jones,1,2017,2025,brionna_jones,brionna_jones,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Forward,6-3,215,8,1995-12-18T00:00:00,USA,Maryland
1630119,"Jones, Jazmine",Jazmine Jones,1,2020,2022,jazmine_jones,jazmine_jones,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Guard,6-0,160,4,1996-10-15T00:00:00,USA,Louisville
1627673,"Jones, Jonquel",Jonquel Jones,1,2016,2025,jonquel_jones,jonquel_jones,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Center,6-6,215,8,1994-01-05T00:00:00,Bahamas,George Washington
1630386,"Kuier, Awak",Awak Kuier,1,2021,2023,awak_kuier,awak_kuier,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Forward,6-6,168,4,2001-08-19T00:00:00,Finland,Ragusa
204335,"Laney-Hamilton, Betnijah",Betnijah Laney-Hamilton,1,2015,2024,betnijah_laney,betnijah_laney-hamilton,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard-Forward,6-0,166,10,1993-10-29T00:00:00,USA,Rutgers
202650,"Lavender, Jantel",Jantel Lavender,1,2011,2022,jantel_lavender,jantel_lavender,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Forward,6-4,185,11,1988-11-12T00:00:00,USA,Ohio State
204319,"Loyd, Jewell",Jewell Loyd,1,2015,2025,jewell_loyd,jewell_loyd,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Guard,5-11,175,10,1993-10-05T00:00:00,USA,Notre Dame
1629497,"Mabrey, Marina",Marina Mabrey,1,2019,2025,marina_mabrey,marina_mabrey,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-11,170,6,1996-09-14T00:00:00,USA,Notre Dame
1630957,"Machida, Rui",Rui Machida,1,2022,2022,rui_machida,rui_machida,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Guard,5-4,126,1,1993-03-08T00:00:00,Japan,                                   
1629496,"Magbegor, Ezi",Ezi Magbegor,1,2020,2025,ezi_magbegor,ezi_magbegor,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Forward-Center,6-4,181,5,1999-08-13T00:00:00,Australia,Melbourne
203825,"McBride, Kayla",Kayla McBride,1,2014,2025,kayla_mcbride,kayla_mcbride,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard,5-11,185,11,1992-06-25T00:00:00,USA,Notre Dame
1629479,"McCowan, Teaira",Teaira McCowan,1,2019,2025,teaira_mccowan,teaira_mccowan,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Center,6-7,239,6,1996-09-28T00:00:00,USA,Mississippi State
1630462,"McDonald, Aari",Aari McDonald,1,2021,2025,aari_mcdonald,aari_mcdonald,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-6,141,4,1998-08-20T00:00:00,USA,Arizona
203416,"Meesseman, Emma",Emma Meesseman,1,2013,2025,emma_meesseman,emma_meesseman,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Forward,6-4,191,8,1993-05-13T00:00:00,Belgium,ESB Villeneuve-d'Ascq
1628909,"Mitchell, Kelsey",Kelsey Mitchell,1,2018,2025,kelsey_mitchell,kelsey_mitchell,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-8,155,7,1995-11-12T00:00:00,USA,Ohio State
1627676,"Mitchell, Tiffany",Tiffany Mitchell,1,2016,2025,tiffany_mitchell,tiffany_mitchell,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-9,169,9,1994-09-23T00:00:00,USA,South Carolina
1629492,"Mompremier, Beatrice",Beatrice Mompremier,1,2020,2022,beatrice_mompremier,beatrice_mompremier,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Forward,6-4,190,4,1996-08-08T00:00:00,USA,Miami
1631135,"Nelson-Ododa, Olivia",Olivia Nelson-Ododa,1,2022,2025,olivia_nelson-ododa,olivia_nelson-ododa,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Center,6-5,176,3,2000-08-17T00:00:00,USA,Connecticut
1628915,"Nurse, Kia",Kia Nurse,1,2018,2025,kia_nurse,kia_nurse,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,6-0,181,6,1996-02-22T00:00:00,Canada,Connecticut
1629481,"Ogunbowale, Arike",Arike Ogunbowale,1,2019,2025,arike_ogunbowale,arike_ogunbowale,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-8,165,6,1997-03-02T00:00:00,USA,Notre Dame
1630446,"Onyenwere, Michaela",Michaela Onyenwere,1,2021,2025,michaela_onyenwere,michaela_onyenwere,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Forward,6-0,178,4,1999-08-10T00:00:00,USA,UCLA
201496,"Parker, Candace",Candace Parker,1,2008,2023,candace_parker,candace_parker,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Forward-Center,6-4,184,17,1986-04-19T00:00:00,USA,Tennessee
204323,"Parker-Tyus, Cheyenne",Cheyenne Parker-Tyus,1,2015,2025,cheyenne_parker,cheyenne_parker-tyus,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Forward,6-4,193,10,1992-08-22T00:00:00,USA,Middle Tennessee
203035,"Peddy, Shey",Shey Peddy,1,2019,2025,shey_peddy,shey_peddy,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,5-7,145,5,1988-10-28T00:00:00,USA,Temple
203849,"Plaisance, Theresa",Theresa Plaisance,1,2014,2022,theresa_plaisance,theresa_plaisance,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Forward,6-5,200,10,1992-05-18T00:00:00,USA,Louisiana State
1628276,"Plum, Kelsey",Kelsey Plum,1,2017,2025,kelsey_plum,kelsey_plum,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Guard,5-8,145,7,1994-08-24T00:00:00,USA,Washington
1631062,"Pointer, Khayla",Khayla Pointer,1,2022,2022,khayla_pointer,khayla_pointer,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-7,146,2,1998-11-25T00:00:00,USA,Louisiana State
1627672,"Powers, Aerial",Aerial Powers,1,2016,2025,aerial_powers,aerial_powers,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard,5-11,170,9,1994-01-17T00:00:00,USA,Michigan State
202259,"Prince, Epiphanny",Epiphanny Prince,1,2010,2023,epiphanny_prince,epiphanny_prince,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Guard,5-9,179,14,1988-01-11T00:00:00,USA,Rutgers
201516,"Quigley, Allie",Allie Quigley,1,2008,2022,allie_quigley,allie_quigley,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard,5-10,142,14,1986-06-20T00:00:00,USA,DePaul
1630459,"Richards, DiDi",DiDi Richards,1,2021,2024,didi_richards,didi_richards,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard-Forward,6-2,164,3,1999-02-08T00:00:00,USA,Baylor
202658,"Robinson, Danielle",Danielle Robinson,1,2011,2023,danielle_robinson,danielle_robinson,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-9,137,13,1989-05-10T00:00:00,USA,Oklahoma
1630387,"Rupert, Iliana",Iliana Rupert,1,2022,2025,iliana_rupert,iliana_rupert,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Center,6-4,189,2,2001-07-12T00:00:00,France,Tango Bourges
1628920,"Russell, Mercedes",Mercedes Russell,1,2018,2025,mercedes_russell,mercedes_russell,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Center,6-6,195,7,1995-07-27T00:00:00,USA,Tennessee
1630149,"Sabally, Satou",Satou Sabally,1,2020,2025,satou_sabally,satou_sabally,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Forward,6-4,175,5,1998-04-25T00:00:00,USA,Oregon
1629478,"Samuelson, Katie Lou",Katie Lou Samuelson,1,2019,2025,katie_lou_samuelson,katie_lou_samuelson,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Forward,6-3,163,5,1997-06-13T00:00:00,USA,Connecticut
1629491,"Shepard, Jessica",Jessica Shepard,1,2019,2025,jessica_shepard,jessica_shepard,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Forward,6-4,175,4,1996-09-11T00:00:00,USA,Notre Dame
1631013,"Sheppard, Aisha",Aisha Sheppard,1,2022,2022,aisha_sheppard,aisha_sheppard,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Guard,5-9,145,2,1998-11-13T00:00:00,USA,Virginia Tech
1628287,"Simms, Jennie",Jennie Simms,1,2017,2023,jennie_simms,jennie_simms,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,6-0,165,3,1994-04-21T00:00:00,USA,Old Dominion
203824,"Sims, Odyssey",Odyssey Sims,1,2014,2025,odyssey_sims,odyssey_sims,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Guard,5-8,155,11,1992-07-13T00:00:00,USA,Baylor
1631147,"Smith, Kianna",Kianna Smith,1,2022,2022,kianna_smith,kianna_smith,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Guard,6-0,,2,1999-06-10T00:00:00,USA,Louisville
1631019,"Smith, NaLyssa",NaLyssa Smith,1,2022,2025,nalyssa_smith,nalyssa_smith,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Forward,6-4,185,3,2000-08-08T00:00:00,USA,Baylor
1628922,"Stevens, Azurá",Azurá Stevens,1,2018,2025,azura_stevens,azurá_stevens,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Forward-Center,6-6,180,7,1996-02-01T00:00:00,USA,Connecticut
1627668,"Stewart, Breanna",Breanna Stewart,1,2016,2025,breanna_stewart,breanna_stewart,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Forward,6-4,170,8,1994-08-27T00:00:00,USA,Connecticut
204329,"Stokes, Kiah",Kiah Stokes,1,2015,2025,kiah_stokes,kiah_stokes,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Center,6-3,191,9,1993-03-30T00:00:00,USA,Connecticut
1628279,"Sykes, Brittney",Brittney Sykes,1,2017,2025,brittney_sykes,brittney_sykes,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Guard,5-9,154,8,1994-02-07T00:00:00,USA,Syracuse
